County,State,Populaton,Income,Employment Rate,Growth Rate,Land Records,GIS Maps,Zoning,Water,Sewer,Gas,Electricity,Online?,Frequency,Auction Link(s),Next Auction,New Upcoming Auctions
Wright County,Minnesota,"141,337","$104,269",73.20%,1.97%,https://beacon.schneidercorp.com/Application.aspx?AppID=187&LayerID=2505&PageTypeID=2&PageID=1306,https://wright-county-gis-wrightgis.hub.arcgis.com/,https://www.co.wright.mn.us/156/Planning-Zoning,"https://belmondiowa.com/
https://www.clarioniowa.gov/
https://eaglegroveiowa.org/
https://cityofrowan.com/","https://belmondiowa.com/
https://www.clarioniowa.gov/
https://eaglegroveiowa.org/
https://cityofrowan.com/","http://www.alliantenergy.com/
https://www.blackhillsenergy.com/
http://www.midamericanenergy.com/","http://www.alliantenergy.com/
http://www.midamericanenergy.com/
http://www.prairieenergy.coop/
",No,,,,
Cherokee County,Georgia,"266,620","$103,691",65.40%,1.85%,https://qpublic.schneidercorp.com/Application.aspx?App=CherokeeCountySC&Layer=Parcels&PageType=Search,https://maps.cherokeecounty-nc.gov/GISweb/GISviewer/,https://www.cherokeecountyga.gov/zoning/Zoning-Ordinance/,"http://www.cedarbluff-al.org/CEDARBLUFFUTILTYBD
http://www.neawater.com/
https://ccwsa.com/","http://www.cedarbluff-al.org/CEDARBLUFFUTILTYBD
http://www.neawater.com/
https://ccwsa.com/","http://www.tdstelecom.com/
http://www.blossmangas.com/
http://www.treadwellgas.com/",https://www.cherokee.coop/,Yes,Varies ,https://www.mvbataxsales.com/auction/cherokee-county-online-property-tax-sale-march-4-2025-132/date-times/,Varies,
San Diego County,California,"3,298,634","$103,674",60.50%,1.20%,https://arcc-acclaim.sdcounty.ca.gov/,https://www.sangis.org/pages/interactive-map,https://www.sandiegocounty.gov/content/sdc/pds/zoning.html,https://www.sdcwa.org/,https://www.sandiegocounty.gov/content/sdc/dpw/wasteh2o/contact-us.html,https://www.sdge.com/home,https://www.sdge.com/home,Yes,Varies ,https://sdttc.mytaxsale.com/auctions,May 9th – 14th 2025,
Boone County,Indiana,"70,812","$103,592",68.70%,2.32%,https://boonemo.icounty.com/login/login,https://gis.boonein.com/,https://boonecounty.iowa.gov/planning_development/zoning_county_ordinance/,https://boonewater.com/,https://bcrsd.com/,https://www.duke-energy.com/,https://booneelectric.coop/,Yes,Last Thursday of October ,,"October 30, 2025.",
Kauai County,Hawaii,"73,298","$103,564",62.90%,0.09%,https://www.qpublic.net/hi/kauai/search.html,https://www.kauai.gov/Home-M/GIS,https://ecode360.com/42666961,http://kauaiwater.org/,https://www.kauai.gov/Government/Departments-Agencies/Public-Works/Wastewater,https://www.hawaiigas.com/,https://www.kiuc.coop/,No,,,,
Albemarle County,Virginia,"112,395","$103,413",60.70%,0.71%,https://www.albemarlelandrecords.org/Opening.asp,https://www.albemarlenc.gov/departments/planning-and-development-services/city-county-maps-gis,https://www.albemarle.org/government/community-development/planning-codes/county-code,https://serviceauthority.org/,https://serviceauthority.org/,"https://www.charlottesville.org/departments-and-services/departments-h-z/utilities/charlottesville-gas
https://www.columbiagasva.com/","https://www.dominionenergy.com/
https://www.mycvec.com/
http://www.myrec.coop/comm/index.cfm",No ,,,,
Wake County,North Carolina,"1,129,410","$102,918",67.90%,48.00%,https://rodcrpi.wakegov.com/booksweb/genextsearch.aspx,https://www.wake.gov/departments-government/geographic-information-services-gis,https://www.wake.gov/departments-government/planning-development-inspections/zoning-subdivi,https://raleighnc.gov/water,https://raleighnc.gov/water-and-sewer,https://www.enbridgegas.com/north-carolina,https://wemc.com/,Yes,Varies,https://www.bid4assets.com/auction/index/1100432,"May 22, 2025",
Johnson County,Kansas,"609,863","$102,702",69.80%,0.50%,https://erec.johnstonnc.com/recorder/eagleweb/customSearch.jsp?pageId=DeedRecords,https://www.johnstonnc.gov/gis2/content.cfm?PD=maps,https://www.jocogov.org/department/planning/zoning-regulations,https://www.jcsud.com/,https://www.jocogov.org/department/wastewater,https://piedmontng.com/,https://www.duke-energy.com/info/duke-energy,Yes,On the first Tuesday of every month,https://www.johnstonnc.gov/tax2/tcontent.cfm?pid=auctions,No sale scheduled at this time ,
Livingston County,Michigan,"193,866","$102,508",62.30%,0.32%,https://livingstonlive.livgov.com/Deeds/,https://milivcounty.gov/gis/,https://milivcounty.gov/planning/zoning/,https://lcwsa.us/,https://lcwsa.us/,https://www.consumersenergy.com/business,"https://www.dteenergy.com/
https://www.consumersenergy.com/business",Yes,Varies,https://www.bid4assets.com/auction/index/1154700,Varies,
Union County,Ohio,"62,784","$101,968",70.20%,4%,https://www.unionconcrod.org/,https://www.unioncountync.gov/government/departments-f-p/gis-mapping,https://www.unioncountyin.org/ordinances.html,"https://www.cityofunion.net/
https://brownscreekwaterco.myruralwater.com/
https://mrrwc.com/
https://www.rockycreekwater.com/
https://santuckhebron.com/
https://www.spartanburgwater.org/","https://www.cityofunion.net/
https://townofjonesvillenc.com/
https://gearupunionsc.com/municipalities/town-of-lockhart/","https://www.cityofunion.net/
https://www.bhegts.com/our-businesses/CGT","https://www.cityofunion.net//
https://laurenselectric.com/
https://lockhartpower.com/
",No,Every Wednesday at 2:00 pm,,Every Wednesday at 2:00 pm,
Sherburne County,Minnesota,"97,183","$101,214",69.00%,1.60%,https://propertyrecords.co.sherburne.mn.us/WEB/login.aspx?ReturnUrl=%2fWEB%2f,https://www.co.sherburne.mn.us/523/Mapping,https://www.co.sherburne.mn.us/390/Zoning-Ordinance,https://www.co.sherburne.mn.us/355/Water-Wells,https://www.co.sherburne.mn.us/818/Septic-Compliance,https://www.centerpointenergy.com/en-us/pages/selfid.aspx,https://www.ermumn.com/,No,Tuesdays and Wednesdays at 10 a.m.,,Tuesdays and Wednesdays at 10 a.m.,
New York County,New York,"1,694,251","$101,078",63.00%,0.18%,https://www.searchiqs.com/MEYOR/Login.aspx,https://www.yorkcountygov.com/234/GIS,https://www.nyc.gov/content/planning/pages/zoning/zoning-nyc,https://www.nyc.gov/site/dep/index.page,https://www.nyc.gov/site/dep/index.page,https://www.coned.com/en,https://www.coned.com/en,No,September.,,"September 18th, 2025",
Utah County,Utah,"659,399","$100,895",69.30%,2.24%,https://www.utahcounty.gov/LandRecords/Index.asp,https://maps.utahcounty.gov/ParcelMap/ParcelMap.html,https://www.utahcounty.gov/apps/WebLink/Dept/COMDEV/LandUseUpdate_7-10-2019.pdf,,,,,Yes,Varies,https://www.bid4assets.com/storefront/UtahMay21,Varies,
Fairfield County,Connecticut,"957,419","$100,810",63.50%,1.20%,https://www.searchiqs.com/ctfai/,https://fairfieldct.org/service/engineering_department/gis_mapping.php,https://www.fairfieldsc.com/departments/community-development/planning-and-zoning-division,https://www.fairfield.ca.gov/government/city-departments/finance/water-and-sewer-services,https://www.fairfieldct.org/service/sewer_department/index.php,"https://www.columbiagasohio.com/
https://www.ci.lancaster.oh.us/184/Gas
https://www.neogas.com/","https://aep.com/
https://www.southcentralpower.com/",No,,,Not Stated,
Sonoma County,California,"488,863","$100,707",62.40%,0.90%,https://crarecords.sonomacounty.ca.gov/Web/search/DOCSEARCH429S1,https://gis-sonomacounty.hub.arcgis.com/,https://permitsonoma.org/zoningcodes/countyzones(non-cc),https://www.sonomawater.org/SVCSD/,https://www.sonomawater.org/SVCSD/,https://www.pge.com/en.html,https://www.pge.com/en.html,Yes,Varies,https://www.bid4assets.com/sonoma,No specific dates for 2025,
Clackamas County,Oregon,"421,401","$100,675",63.00%,0.01%,https://www.clackamas.us/rm/policy.html,https://www.clackamas.us/gis/data-portal,https://www.clackamas.us/planning/zdo,https://www.clackamas.us/wes,https://www.clackamas.us/wes,https://www.nwnatural.com/,https://portlandgeneral.com/,No,Varies,,06/25/2025,
Solano County,California,"453,491","$100,027",57.80%,0.07%,https://www.homeinfomax.com/public/county-records/6095/california/solano?gad_source=1&gad_campaignid=21165760064&gbraid=0AAAAAD_kgZvDCLUZzR-C7iyE9p3nhqoDj&gclid=Cj0KCQjwoZbBBhDCARIsAOqMEZVQPNi7Fo2mA9cPmAvJimdl8AMb7fUTxiEvq2rotYkx1U-95Nz79AcaAlhkEALw_wcB,https://regis.solanocounty.com/apps/,https://www.solanocounty.com/depts/rm/planning/zoning_regulations.asp,https://www.fairfield.ca.gov/government/city-departments/public-works,https://www.ci.benicia.ca.us/index.asp?SEC=628D7755-8FE4-4458-B74C-5640332D14E9&Type=B_BASIC,https://www.pge.com/en.html,https://www.pge.com/en.html,Yes,Varies,https://www.bid4assets.com/info/sfid693/282528.pdf,"May 19, 2025",
Town and County of Nantucket,Massachusetts,"7,029,917","$99,858",64.40%,2.30%,https://www.masslandrecords.com/Nantucket/,https://www.nantucket-ma.gov/151/GIS-Maps,https://ecode360.com/11471474,https://nantucket-ma.gov/1897/Water-Department,https://nantucket-ma.gov/1516/Sewer-Department,https://www.nationalgridus.com/MA-Home/default?regionkey=masselec&customertype=home,https://www.nationalgridus.com/MA-Home/default?regionkey=masselec&customertype=home,No,,,,
Dakota County,Minnesota,"439,882","$99,830",68.60%,0.92%,https://nebraskadeedsonline.us/search.aspx?county=70,https://gis.co.dakota.mn.us/dcgis/,http://www.co.dakota.mn.us/LawJustice/Ordinances,"https://www.ighmn.gov/
",https://www.ighmn.gov/,https://www.centerpointenergy.com/en-us/pages/selfid.aspx,"https://www.dakotaelectric.com/
https://my.xcelenergy.com/s/
https://www.mvec.net/",No,Varies,,2025 Auctions Completed,
Chesterfield County,Virginia,"364,548","$99,658",65.20%,1.53%,https://chesterfieldsc.avenuinsights.com/Home/index.html,https://www.chesterfield.gov/341/Geographic-Information-Services,https://www.chesterfield.gov/998/Ordinances-Policies-and-Regulations,https://www.chesterfield.gov/236/Utilities,https://www.chesterfield.gov/236/Utilities,https://www.virginianaturalgas.com/,https://www.dominionenergy.com/,Yes,Varies,https://www.bid4assets.com/auction/index/1163844,Varies,
Cobb County,Georgia,"766,149","$99,382",69.10%,0.63%,https://research.cobbsuperiorcourtclerk.com/Name,https://geo-cobbcountyga.hub.arcgis.com/,https://www.cobbcounty.org/community-development/zoning,https://www.cobbcounty.org/?option=com_content&view=category&id=661&Itemid=1301,https://www.cobbcounty.org/?option=com_content&view=category&id=661&Itemid=1301,https://www.atlantagaslight.com/,"https://www.cobbemc.com/
https://www.georgiapower.com/",Yes,Varies,https://www.bid4assets.com/auction/index/1089642,"July 1, 2025",
Comal County,Texas,"161,501","$99,193",59.90%,4.52%,https://www.texasfile.com/search/texas/comal-county/county-clerk-records/,https://www.arcgis.com/home/item.html?id=c42616f4f1184a83a8f1595d2ba75335,https://cceo.org/mainpage/dev-regulation,"https://www.nbutexas.com/
https://www.gbra.org/",https://www.nbutexas.com/,https://www.texasgasservice.com/,"https://mypec.com/
https://www.cpsenergy.com/",Yes,"March 4th, June 3rd, August 5th and November 4th.",https://www.mvbataxsales.com/,August 5th and November 4th.,
Waukesha County,Wisconsin,"406,978","$98,630",64.80%,0.56%,https://www.waukeshacounty.gov/register-of-deeds/,https://www.waukeshacounty.gov/parks-and-land-use/land-information-system/interactive-map/,https://www.waukeshacounty.gov/parks-and-land-use/planning-and-zoning/,https://www.waukesha-water.com/,https://www.waukesha-wi.gov/,"https://www.we-energies.com/
https://www.wecenergygroup.com/",https://www.we-energies.com/,Yes,2nd and 4th Wednesdays of each month,https://www.bid4assets.com/auction/index/1116457,11th and 25th June,
Cumberland County,Maine,"303,069","$98,369",67.70%,0.45%,https://i2k.uslandrecords.com/ME/Cumberland/D/Default.aspx,https://www.arcgis.com/apps/webappviewer/index.html?id=a6ea68995c2349e9a177366288589be7,https://www.cumberlandcountync.gov/departments/planning-group/planning-and-inspections/planning/ordinances,https://www.hampdentownship.us/government/sewer_authority_-_sanitary/index.php,https://www.cumberlandcountypa.gov/,"https://www.ugi.com/
https://www.columbiagaspa.com/","https://www.pplelectric.com/
https://www.firstenergycorp.com/west_penn_power.html
https://www.firstenergycorp.com/met_edison.html",Yes,Varies,https://www.bid4assets.com/auction/index/1108794,Varies,
Chisago County,Minnesota,"56,621","$98,260",64.60%,1.08%,https://www.courthousedirect.com/DocumentImages.aspx,https://www.chisagocountymn.gov/427/Geographic-Information-Systems-GIS,https://www.chisagocountymn.gov/DocumentCenter/View/4330/Zoning-Ordinance-No-20241218-1-PDF?bidId=,https://www.ci.chisago.mn.us/utilitybills,https://www.ci.chisago.mn.us/utilitybills,https://my.xcelenergy.com/s/,https://my.xcelenergy.com/s/,No,varies,,Varies,
Union County,North Carolina,"238,267","$98,215",64.90%,2.76%,https://clerk.ucnj.org/UCPA/DocIndex,https://www.unioncountync.gov/government/departments-f-p/gis-mapping,https://www.unioncountync.gov/government/departments-f-p/planning-development,https://unioncountyor.gov/public-works/,https://unioncountyor.gov/public-works/,https://www.duke-energy.com/,https://piedmontng.com/,No,Varies,,Varies,
Pierce County,Washington,"921,130","$98,174",59.90%,0.24%,https://internal.co.pierce.wi.us/gcswebportal/,https://www.piercecountywa.gov/2281/GIS-Map-Applications,https://ecode360.com/9819274,https://www.mytpu.org/about-tpu/services/water/,https://www.piercecountywa.gov/1678/About-the-Sewer-Division,https://www.pse.com/en,https://www.pse.com/en,Yes,once per year (typically in November).,https://www.bid4assets.com/storefront/PierceATNov24,"Tuesday, November 4, 2025",
Parker County,Texas,"148,222","$98,174",63.40%,4.17%,https://parkercountytx-web.tylerhost.net/web/search/DOCSEARCH303S1,https://www.parkercountytx.gov/521/Maps,https://www.parkertexas.us/DocumentCenter/View/1591/City-Code-of-Ordinance-156?bidId=,https://parkercountywater.com/,https://parkercountywater.com/,https://www.atmosenergy.com/,https://www.oncor.com/content/oncorwww/us/en/home.html,Yes,Varies,https://www.bid4assets.com/auction/index/1166648,"June 3, 2025",
Belknap County,New Hampshire,"63,705","$97,692",60.50%,0.49%,https://ava.fidlar.com/NHBelknap/AvaWeb/#/search,https://app.regrid.com/us/nh/belknap#,https://www.belknapcounty.gov/county-administration/files/administrative-code,https://www.laconianh.gov/148/City-Services,https://www.laconianh.gov/148/City-Services,https://libertyutilities.com/,"https://www.eversource.com/content/residential
https://nhec.com/
https://libertyutilities.com/",No,Varies,,Varies,
Clark County,Washington,"503,311","$97,678",62.50%,0.84%,https://www.clarkcountynv.gov/government/assessor/property_search/real_property_records.php,https://gis.clark.wa.gov/gishome/property/index.cfm?pid=search,https://www.co.clark.in.us/index.php/business/clark-county-indiana-zoning-ordinance,"https://www.lvvwd.com/
https://www.lvvwd.com/customer-service/service-areas/big-bend/index.html
https://www.snwa.com/",https://www.cleanwaterteam.com/,https://www.nvenergy.com/,https://www.swgas.com/,Yes,Varies,https://www.bid4assets.com/storefront/ClarkCountyNVMay21,"July 31, 2025 (in-person sale)
September 25, 2025 (in-person sale)",
Travis County,Texas,"1,290,188","$97,543",70.70%,0.55%,https://www.texasfile.com/search/texas/travis-county/county-clerk-records/,https://www.traviscountytx.gov/open-data-portal,https://www.traviscountytx.gov/commissioners-court/county-code,"https://wtcpua.org/
https://www.waterdistrict10.org/",https://wtcpua.org/,https://www.atmosenergy.com/index.html,https://austinenergy.com/,Yes,First Tuesday of each month,https://www.bid4assets.com/auction/index/866487,3rd June,
Chatham County,North Carolina,"76,285","$97,219",55.80%,2.02%,https://www.chathamncrod.org/,https://chathamncgis.maps.arcgis.com/home/index.html,https://www.chathamcountync.gov/government/departments-programs-i-z/planning/zoning-information,"https://www.chathamcountync.gov/government/departments-programs-i-z/utilities-water
https://onswc.com/","https://www.chathamcountync.gov/government/departments-programs-i-z/utilities-water
https://onswc.com/","https://www.duke-energy.com/
https://www.dominionenergy.com/","https://www.duke-energy.com/
https://www.dominionenergy.com/",Yes,First Tuesday of each month (unless postponed),https://www.bid4assets.com/auction/index/1087816,6th June,
Deschutes County,Oregon,"198,253","$97,163",61.90%,0.96%,https://www.chathamncrod.org/search.wgx,https://www.deschutes.org/it/page/gis-data-services,https://www.deschutes.org/cd/page/planning-zoning,"https://dvwd.org/
https://www.bendoregon.gov/water",https://www.madras.gov/,https://www.cngc.com/,https://www.pacificpower.net/,No,Yearly,,"May 20, 2016",
Ozaukee County,Wisconsin,"91,503","$96,961",64.50%,0.47%,https://www.ascent.co.ozaukee.wi.us/LandRecords/AccessManagement/Account/Login,https://www.arcgis.com/apps/webappviewer/index.html?id=1846293f82c24db2a9d7adf5e6554b77,https://www.ozaukeecounty.gov/790/County-Zoning,"https://www.cityofmequonwi.gov/utilities
https://www.cedarburglightandwater.org/","https://www.cityofmequonwi.gov/utilities
https://www.cedarburglightandwater.org/",https://energyandhousing.wi.gov/Pages/AgencyResources/energy-assistance.aspx,"https://www.we-energies.com/
https://www.cedarburglightandwater.org/",Yes,Varies,https://www.bid4assets.com/auction/index/1009038,Varies,
Essex County,Massachusetts,"809,829","$96,874",64.50%,0.44%,https://press.essexregister.com/prodpress/index.aspx,https://essex-county-virginia-gis-portal-essex-virginia.hub.arcgis.com/,https://www.essexva.gov/planning/page/zoning-subdivision-ordinance,https://www.tappahannock-va.gov/,https://www.tappahannock-va.gov/,https://www.enbridge.com/,"https://www.dominionenergy.com/
https://www.elkenergy.com/",Yes,Varies,https://www.forsaleatauction.biz/auctions/detail/bw98204,"November 12, 2025",
Anoka County,Minnesota,"363,887","$96,812",68.30%,0.89%,https://prtpublicweb.co.anoka.mn.us/search/commonsearch.aspx?mode=combined,https://www.anokacountymn.gov/315/GIS,https://www.anokacountymn.gov/1363/Zoning-Planning,"https://www.anokaminnesota.com/
https://www.coonrapidsmn.gov/","https://www.anokaminnesota.com/
https://www.coonrapidsmn.gov/",https://www.centerpointenergy.com/en-us/pages/selfid.aspx,https://www.anokamunicipalutility.com/,Yes,Varies,"https://www.publicsurplus.com/sms/anokacore,mn/list/current?orgid=1050725","June 9, 2025 and closes on June 16, 2025",
Columbia County,Georgia,"156,010","$96,540",57.20%,1.60%,https://columbia.floridapa.com/gis/,https://www.arcgis.com/apps/View/index.html?appid=e4c5bfda912e415e9555ddad21ea39e4,https://www.co.columbia.wi.us/ColumbiaCounty/planningzoning/ZoningCode/tabid/1643/Default.aspx,https://www.columbiacountyga.gov/455/Water-Utility-Services,https://www.columbiacountyfla.com/utilities/Faq.aspx,"https://gng.com/
https://www.scanaenergy.com/","https://www.jec.coop/
https://www.georgiapower.com/",No,Varies,,"June 16, 2025",
Wilson County,Tennessee,"147,737","$96,171",65.20%,3.01%,https://search.wilsondeeds.com/,https://www.wilsoncountync.gov/departments/technology-services/gis-services,"https://www.wilsoncountync.gov/departments/planning-division#:~:text=Wilson%20County%20Zoning%20Regulations&text=A%20zoning%20permit%20must%20be,district%20of%20the%20specific%20parcel.","https://westwilsonutility.com/
https://www.lebanontn.org/","https://westwilsonutility.com/
https://www.lebanontn.org/",https://www.wilsonnc.org/wilson-energy/,https://www.wilsonnc.org/wilson-energy/,Yes,Varies,https://www.bid4assets.com/auction/index/1105631,Varies,
Isle of Wight County,Virginia,"38,606","$96,118",59.40%,1.40%,https://www.co.isle-of-wight.va.us/departments/county_attorney/public_records.php,https://www.co.isle-of-wight.va.us/departments/information_technology/mapping_and_gis.php,https://www.co.isle-of-wight.va.us/departments/planning_and_zoning/index.php,https://www.co.isle-of-wight.va.us/departments/public_utilities/index.php,https://www.co.isle-of-wight.va.us/departments/public_utilities/index.php,https://www.columbiagasva.com/,https://www.dominionenergy.com/,Yes,Varies,https://www.bid4assets.com/auction/index/847747,Varies,
Culpeper County,Virginia,"52,552","$96,098",61.80%,1.23%,https://selfservice.culpeperva.gov/css/citizens/RealEstate/Default.aspx?mode=new,https://web.culpepercounty.gov/planning/page/gis-online-and-maps,https://web.culpepercounty.gov/planning,"https://web.culpepercounty.gov/environmentalservices
https://www.culpeperva.gov/government/finance_and_treasurer/utilities/index.php","https://web.culpepercounty.gov/environmentalservices
https://www.culpeperva.gov/government/finance_and_treasurer/utilities/index.php",https://www.columbiagasva.com/,https://www.dominionenergy.com/,Yes,Varies,"https://www.forsaleatauction.biz/auctions/detail/bw81815
https://www.vaauctionco.com/auctions/detail/bw108863",Varies,
Guadalupe County,Texas,"172,706","$95,953",64.80%,2.96%,https://www.guadalupecountynm.org/copy-3-of-clerk-s-office,https://www.guadalupetx.gov/page/roads.gis,https://www.guadalupetx.gov/page/Subdivision%20Regulations,"https://www.gbra.org/
https://springshill.org/","https://www.gbra.org/
https://springshill.org/",https://www.centerpointenergy.com/en-us/pages/selfid.aspx,"https://www.gvec.org/
https://www.seguintexas.gov/478/Electric",Yes,January to August 2025,https://www.bid4assets.com/auction/index/1196766,Varies,
Jefferson County,West Virginia,"57,701","$95,523",61.00%,1.30%,https://www.jeffersoncountyclerk.org/on-line-land-records/,https://www.arcgis.com/apps/View/index.html?appid=b5118cb926c64ebeac59c8d0b01f6e45,https://www.jeffco.net/cd/page/jefferson-county-zoning-ordinance,"https://www.jcwatersewer.com/
https://pwsd1jeffco.com/","https://www.jcwatersewer.com/
https://pwsd1jeffco.com/",http://www.we-energies.com/,http://www.jeffersonutilities.com/,Yes,Varies,https://jeffcotax.com/property-tax/delinquent-tax-sale/,"August 5, 2025",
Fulton County,Georgia,"1,066,710","$95,371",67.30%,0.50%,https://www.fultoncountyoh.com/278/Fulton-County-Land-Records-Search,https://gisdata.fultoncountyga.gov/,https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/public-works/planning-zoning-and-permitting/permits-and-plan-review/ordinances-and-regulations,https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/public-works,https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/public-works,https://www.ameren.com/,"https://www.ameren.com/
http://srecoop.org/",No,First Tuesday of each month,,June 3rd 2025,
Hawai?i County,Hawaii,"1,455,271","$95,322",57.00%,0.61%,https://qpublic.schneidercorp.com/Application.aspx?AppID=1048&LayerID=23618&PageTypeID=2&PageID=9876,,https://www.planning.hawaiicounty.gov/resources/resources-references/zoning-land-use,https://www.hawaiidws.org/,https://www.hawaiidws.org/,https://www.hawaiigas.com/,https://www.hawaiianelectric.com/,No,Varies,,05/08/2024,
Orange County,New York,"401,310","$94,364",60.60%,0.52%,https://searchiqs.com/nyora/,https://gis.hawaiicounty.gov/arcgisportal/apps/webappviewer/index.html?id=6d4a0ca08b9744c9a34e0a6ff65b882e,https://www.orangecountyfl.net/PermitsLicenses/ZoningDivision.aspx,https://orangecountyflutilities.selectpaytoday.com/,https://orangecountyflutilities.selectpaytoday.com/,"https://www.ouc.com/
https://www.duke-energy.com/","https://www.ouc.com/
https://www.duke-energy.com/",No,Varies,,"June 25, 2025",
Saratoga County,New York,"235,509","$94,330",62.50%,0.10%,https://www.searchiqs.com/NYSAR/Login.aspx,https://www.saratogacountyny.gov/departments/planning-and-economic-development-beta/geographic-information-system/,https://www.saratogacountyny.gov/departments/planning-and-economic-development-beta/planning-zoning-and-municipal-resources/,https://www.saratogacountyny.gov/commissions-and-authorities/saratoga-county-water-authority/,https://www.saratogacountyny.gov/departments/sewer-district-1/,"https://www.nationalgridus.com/
https://www.nyseg.com/","https://www.nationalgridus.com/
https://www.nyseg.com/",Yes,"Monday through Friday, excluding holidays",https://sarasota.realtaxdeed.com/index.cfm?zaction=REGISTER&zmethod=START,Varies,
Bryan County,Georgia,"44,738","$94,234",60.50%,2.97%,https://qpublic.schneidercorp.com/Application.aspx?AppID=639&LayerID=11303&PageTypeID=2&PageID=4634,https://www.bryancountyga.gov/government/departments-a-g/gis-mapping,https://www.bryancountyga.gov/government/departments-h-z/planning-zoning/planning-zoning-commission,https://ruralwater2.com/,https://www.bryancountyga.gov/residents/water-and-sewer-services,https://www.atmosenergy.com/,https://btutilities.com/,Yes,Varies,https://www.bid4assets.com/auction/index/1100088,Varies,
Tooele County,Utah,"72,698","$94,201",70.80%,2.49%,https://geodata.tooelecountyonline.org/,https://tooeleco.gov/departments/departments/gis_.php,https://tooeleco.gov/departments/development/land_use_ordinance.php,https://www.grantsvilleut.gov/departments/utilities/index.php,https://www.tooelecity.gov/services/finance/utilities/index.php,https://www.enbridgegas.com/utwyid,https://www.tooelecity.gov/services/finance/utilities/index.php,Yes,Varies,https://www.bid4assets.com/storefront/TooeleMay21,Varies,
Orange County,Virginia,"36,254","$94,175",58.50%,1.33%,https://searchiqs.com/nyora/,https://gis.orangecountygov.com/orange/,https://www.orangecountyfl.net/PermitsLicenses/ZoningDivision.aspx,https://orangecountyflutilities.selectpaytoday.com/,https://orangecountyflutilities.selectpaytoday.com/,"https://www.duke-energy.com/
https://www.duke-energy.com/","https://www.ouc.com/
https://www.duke-energy.com/",No,Varies,,6/25/2025,
Paulding County,Georgia,"168,661","$94,126",65.50%,2.35%,https://www.paulding.gov/1455/Property-Records-Taxes,https://www.paulding.gov/156/Geographic-Information-Systems-GIS-Divis,https://paulding.gov/107/Planning-Zoning-Division,https://www.paulding.gov/225/Water-System,https://www.paulding.gov/225/Water-System,https://gng.com/,"https://www.cobbemc.com/
https://www.ppec.coop/",Yes,Varies,https://www.taxsaleresources.com/counties/paulding-county-georgia,Varies,
Worcester County,Massachusetts,"862,111","$94,099",63.50%,0.46%,https://www.worcesterma.gov/finance/taxes-assessments/property-records,https://www.co.worcester.md.us/departments/drp/gis,https://www.co.worcester.md.us/departments/drp/zoning,https://www.co.worcester.md.us/departments/public-works,https://www.co.worcester.md.us/departments/public-works,https://www.sandpiper-energy.com/,"https://choptankelectric.coop/
https://www.delmarva.com/",Yes,"Annually, typically in May",https://worcester.marylandtaxsale.com/,"Wednesday, May 14, 2025",
Hancock County,Indiana,"79,840","$93,906",65.10%,3.70%,https://hancock.countyclerk.us/online-land-records/,https://hancockin.gov/308/GIS,https://www.hancockcountyia.org/wp-content/uploads/2020/09/HancockCountyZoningOrdinance.pdf,https://www.hancockcountywatersewer.com/,https://www.hancockcountywatersewer.com/,https://www.ninestarconnect.com/,https://www.ninestarconnect.com/,Yes,Varies,https://app.pvone.io/auction_info/Hancock-MS,"3rd Monday of June (June 16, 2025)","{'County': 'Hancock County', 'State': 'Indiana', 'Auction Link(s)': 'https://app.pvone.io/auction_info/Hancock-MS', 'Next Auction': '29-11-11'}"
Brazoria County,Texas,"372,031","$93,680",61.30%,2.61%,https://brazoriacountytx-web.tylerhost.net/web/,https://arcgis-web.brazoriacountytx.gov/portal/apps/webappviewer/index.html?id=de1e15797dac42e5941f888ea9198cc5,https://www.brazoriacountytx.gov/departments/engineering/development,https://www.bcmud21.com/,https://www.bcmud21.com/,https://cityofbrazoria.org/175/Natural-Gas-Department,https://www.tnmp.com/,Yes,Varies,https://www.bid4assets.com/auction/index/866360,"May 27, 2025",
Matanuska-Susitna Borough,Alaska,"107,081","$93,673",58.10%,1.51%,https://alaska.publicoffices.org/matanuska-susitna-borough-county-land-records,https://matsugov.us/articles/gis-shapefiles,https://matsugov.us/zoning,https://matsugov.us/tsw,https://matsugov.us/tsw,https://www.enstarnaturalgas.com/,https://www.mea.coop/,Yes,Varies,https://m.publicsurplus.com/sms/auction/view?auc=3759429,"May 19, 2025","{'County': 'Matanuska-Susitna Borough', 'State': 'Alaska', 'Auction Link(s)': 'https://m.publicsurplus.com/sms/auction/view?auc=3759429', 'Next Auction': 'Jun 4, 2025'}
{'County': 'Matanuska-Susitna Borough', 'State': 'Alaska', 'Auction Link(s)': 'https://m.publicsurplus.com/sms/auction/view?auc=3759429', 'Next Auction': 'August 15, 2025'}"
Polk County,Georgia,"42,853","$55,308",53.30%,1.25%,,,,,,,,,,,,
Brown County,Texas,"38,095","$55,305",53.90%,0.68%,,,,,,,,,,,,
Hawkins County,Tennessee,"56,721","$55,278",46.10%,1.18%,,,,,,,,,,,,
Delaware County,Indiana,"111,903","$55,206",59.00%,0.14%,,,,,,,,,,,,
Carroll County,Arkansas,"28,260","$55,187",50.50%,0.34%,,,,,,,,,,,,
